SITENAME,Date,Type,ugP/g,mgC/g,mgN/g
TS/Ph1b,2014-03-01,Aboveground,358.388,469.34,8.79
TS/Ph1b,2014-03-01,Belowground,245.375,462.39,6.44
TS/Ph1b,2014-03-01,Belowground,204.654,457.5,4.36
TS/Ph1b,2014-03-01,Belowground,370.85,465.01,6.64
TS/Ph1b,2015-03-01,Aboveground,425,476.9,10.69
TS/Ph1b,2015-03-01,Aboveground,255.821,482.05,8.71
TS/Ph1b,2015-03-01,Aboveground,291.867,476.59,8.66
TS/Ph1b,2015-03-01,Belowground,337.715,466.39,8.03
TS/Ph1b,2015-03-01,Belowground,107.38,471.82,4.87
TS/Ph1b,2015-03-01,Belowground,85.708,472.2,4.35
TS/Ph1b,2016-03-01,Aboveground,213.881,472.7,6.53
TS/Ph1b,2016-03-01,Aboveground,109.48,480.93,9.45
TS/Ph1b,2016-03-01,Aboveground,167.611,481.8,8.89
TS/Ph1b,2016-03-01,Belowground,188.183,463.54,5.34
TS/Ph1b,2016-03-01,Belowground,216.324,463.49,5.87
TS/Ph1b,2016-03-01,Belowground,152.33,452.77,4.7
TS/Ph1b,2017-03-01,Aboveground,299.02,484.03,10.2
TS/Ph1b,2017-03-01,Aboveground,392.576,480.85,11.44
TS/Ph1b,2017-03-01,Aboveground,336.053,485.41,10.95
TS/Ph1b,2017-03-01,Belowground,154.87,452.1,6.79
TS/Ph1b,2017-03-01,Belowground,303.887,468.18,7.61
TS/Ph1b,2017-03-01,Belowground,247.371,454.47,7.35
TS/Ph1b,2018-03-01,Aboveground,322.22,495.01,2.47
TS/Ph1b,2018-03-01,Aboveground,280.637,505.15,2.97
TS/Ph1b,2018-03-01,Aboveground,310.826,504.86,2.66
TS/Ph1b,2018-03-01,Belowground,228.076,490.51,3.7
TS/Ph1b,2018-03-01,Belowground,269.247,486.12,5.63
TS/Ph1b,2018-03-01,Belowground,329.515,497.91,5.77
TS/Ph1b,2019-03-01,Aboveground,292.439,411.34,7.15
TS/Ph1b,2019-03-01,Aboveground,286.315,513.14,8.11
TS/Ph1b,2019-03-01,Aboveground,285.113,459.59,7.49
TS/Ph1b,2019-03-01,Belowground,217.056,423.02,4.59
TS/Ph1b,2019-03-01,Belowground,266.519,406.93,4.37
TS/Ph1b,2019-03-01,Belowground,71.252,467.75,4.71
TS/Ph1b,2020-03-01,Aboveground,229.975,479.48,9.26
TS/Ph1b,2020-03-01,Aboveground,204.722,484.93,8.1
TS/Ph1b,2020-03-01,Aboveground,159.462,485.63,6.98
TS/Ph1b,2020-03-01,Belowground,275.915,440.68,7.47
TS/Ph1b,2020-03-01,Belowground,208.763,471.96,6.21
TS/Ph1b,2020-03-01,Belowground,215.458,468.78,7.47
TS/Ph1b,2021-03-01,Aboveground,178.809,475.44,6.36
TS/Ph1b,2021-03-01,Aboveground,233.833,475.11,6.38
TS/Ph1b,2021-03-01,Aboveground,223.634,473.64,6.81
TS/Ph1b,2021-03-01,Belowground,176.192,443.78,8.45
TS/Ph1b,2021-03-01,Belowground,296.501,454.14,8.27
TS/Ph1b,2021-03-01,Belowground,185.405,455.53,7.28
TS/Ph1b,2022-03-01,Aboveground,212.196,466.71,10.1
TS/Ph1b,2022-03-01,Aboveground,218.544,477.33,8.19
TS/Ph1b,2022-03-01,Aboveground,243.345,471.47,6.51
TS/Ph1b,2022-03-01,Belowground,199.994,465.74,6.87
TS/Ph1b,2022-03-01,Belowground,259.437,466.49,5.1
TS/Ph1b,2022-03-01,Belowground,249.091,481.74,4.61
TS/Ph1b,2023-03-01,Aboveground,238.634,490.25,9.86
TS/Ph1b,2023-03-01,Aboveground,189.582,494.79,9.89
TS/Ph1b,2023-03-01,Aboveground,277.846,502.78,12.08
TS/Ph1b,2023-03-01,Belowground,150.264,489.5,7.47
TS/Ph1b,2023-03-01,Belowground,149.105,487.29,8.45
TS/Ph1b,2023-03-01,Belowground,278.254,498.13,6.36
TS/Ph2,2002-03-01,Aboveground,268.814,473.95,7.22
TS/Ph2,2002-03-01,Aboveground,310.835,471.46,6.52
TS/Ph2,2002-03-01,Aboveground,202.71,482.8,6.12
TS/Ph2,2002-03-01,Belowground,173.52,468.63,6.75
TS/Ph2,2002-03-01,Belowground,240.152,461.52,6.23
TS/Ph2,2002-03-01,Belowground,144.488,451.61,6.76
TS/Ph2,2003-03-01,Aboveground,352,481,11
TS/Ph2,2003-03-01,Aboveground,310,477,9.34
TS/Ph2,2003-03-01,Aboveground,266,482,9.23
TS/Ph2,2003-03-01,Belowground,168,440,9.49
TS/Ph2,2003-03-01,Belowground,210,472,7.31
TS/Ph2,2003-03-01,Belowground,123,470,7
TS/Ph2,2004-03-01,Aboveground,355.133,487.34,7.04
TS/Ph2,2004-03-01,Aboveground,340.696,487.09,7.33
TS/Ph2,2004-03-01,Aboveground,317.08,486.46,7.71
TS/Ph2,2004-03-01,Belowground,287.508,471.06,7.66
TS/Ph2,2004-03-01,Belowground,189.043,458.68,6.22
TS/Ph2,2004-03-01,Belowground,358.289,472.99,7.62
TS/Ph2,2005-04-01,Aboveground,272,489,7.34
TS/Ph2,2005-04-01,Aboveground,269,489,7.66
TS/Ph2,2005-04-01,Aboveground,307,488,9.68
TS/Ph2,2005-04-01,Belowground,471,480,6.39
TS/Ph2,2005-04-01,Belowground,548,478,8.37
TS/Ph2,2005-04-01,Belowground,612,480,10.4
TS/Ph2,2006-03-01,Aboveground,224,479,6.59
TS/Ph2,2006-03-01,Aboveground,311,490,7.69
TS/Ph2,2006-03-01,Aboveground,234,492,6.93
TS/Ph2,2006-03-01,Belowground,242,489,6.53
TS/Ph2,2006-03-01,Belowground,182,424,7.42
TS/Ph2,2006-03-01,Belowground,274,494,7.67
TS/Ph2,2007-03-01,Aboveground,224,486,8.08
TS/Ph2,2007-03-01,Aboveground,242,476,8.58
TS/Ph2,2007-03-01,Aboveground,215,472,7.74
TS/Ph2,2007-03-01,Belowground,245,464,6.95
TS/Ph2,2007-03-01,Belowground,321,454.5,8.64
TS/Ph2,2007-03-01,Belowground,120,465,6.57
TS/Ph2,2008-03-01,Aboveground,239,501,8.34
TS/Ph2,2008-03-01,Aboveground,222,502,8.11
TS/Ph2,2008-03-01,Aboveground,238,505,7.52
TS/Ph2,2008-03-01,Belowground,99,470,4.3
TS/Ph2,2008-03-01,Belowground,118,493,4.38
TS/Ph2,2008-03-01,Belowground,142,475,6.3
TS/Ph2,2009-03-01,Aboveground,318,494,9.7
TS/Ph2,2009-03-01,Aboveground,227,491,8.08
TS/Ph2,2009-03-01,Aboveground,293,495,9.3
TS/Ph2,2009-03-01,Belowground,107,490,4.13
TS/Ph2,2009-03-01,Belowground,144,491,5.32
TS/Ph2,2009-03-01,Belowground,87,501,2.2
TS/Ph2,2010-03-01,Aboveground,276,486,7.33
TS/Ph2,2010-03-01,Aboveground,254,483,5.34
TS/Ph2,2010-03-01,Aboveground,333,480,7.96
TS/Ph2,2010-03-01,Belowground,283,470,6.2
TS/Ph2,2010-03-01,Belowground,525,480,9.7
TS/Ph2,2010-03-01,Belowground,512,485,9.76
TS/Ph2,2011-03-01,Aboveground,442.976,447.91,9.67
TS/Ph2,2011-03-01,Aboveground,405.154,474.25,7.59
TS/Ph2,2011-03-01,Aboveground,267.244,442.92,6.55
TS/Ph2,2011-03-01,Belowground,239.984,418.77,6.1
TS/Ph2,2011-03-01,Belowground,234.718,443.69,5.57
TS/Ph2,2011-03-01,Belowground,163.482,417.58,6.2
TS/Ph2,2012-03-01,Aboveground,328.031,498.99,10.81
TS/Ph2,2012-03-01,Aboveground,275.22,505.6,10.52
TS/Ph2,2012-03-01,Aboveground,271.393,499.7,9.78
TS/Ph2,2012-03-01,Belowground,513.125,529.71,9.16
TS/Ph2,2012-03-01,Belowground,248.237,532.87,8.06
TS/Ph2,2012-03-01,Belowground,324.534,528.11,7.23
TS/Ph2,2013-03-01,Aboveground,215.746,480.58,5.02
TS/Ph2,2013-03-01,Aboveground,306.137,479.61,6.82
TS/Ph2,2013-03-01,Aboveground,283.523,470.84,5.09
TS/Ph2,2013-03-01,Belowground,196.113,480.56,4.84
TS/Ph2,2013-03-01,Belowground,423.881,468.8,9.12
TS/Ph2,2013-03-01,Belowground,385.061,465.73,8.12
TS/Ph2,2014-03-01,Aboveground,314.39,479.48,5.08
TS/Ph2,2014-03-01,Aboveground,268.351,483.03,5.91
TS/Ph2,2014-03-01,Aboveground,281.315,474.17,5.27
TS/Ph2,2014-03-01,Belowground,341.595,461.98,5.08
TS/Ph2,2014-03-01,Belowground,477.971,460.12,6.4
TS/Ph2,2014-03-01,Belowground,448.849,468.91,7.89
TS/Ph2,2015-03-01,Aboveground,482.607,467.87,11.2
TS/Ph2,2015-03-01,Aboveground,447.388,423,6.48
TS/Ph2,2015-03-01,Aboveground,500.024,469.21,13.05
TS/Ph2,2015-03-01,Belowground,380.046,465.89,4.53
TS/Ph2,2015-03-01,Belowground,468.575,433.32,6.82
TS/Ph2,2015-03-01,Belowground,436.676,474.71,9.17
TS/Ph2,2016-03-01,Aboveground,240.538,474.26,6.91
TS/Ph2,2016-03-01,Aboveground,252.327,452.39,7.17
TS/Ph2,2016-03-01,Aboveground,277.627,469.55,7.88
TS/Ph2,2016-03-01,Belowground,263.639,470.35,5.84
TS/Ph2,2016-03-01,Belowground,142.298,477.56,5.1
TS/Ph2,2016-03-01,Belowground,84.533,469.53,3.87
TS/Ph2,2017-03-01,Aboveground,349.615,490.74,10.88
TS/Ph2,2017-03-01,Aboveground,359.368,487.98,9.05
TS/Ph2,2017-03-01,Aboveground,551.285,486.07,12.29
TS/Ph2,2017-03-01,Belowground,313.613,417.61,7.6
TS/Ph2,2017-03-01,Belowground,806.326,470.6,8.71
TS/Ph2,2017-03-01,Belowground,878.405,466.08,12.97
TS/Ph2,2018-03-01,Aboveground,374.741,498.15,6
TS/Ph2,2018-03-01,Aboveground,385.604,497.4,3.2
TS/Ph2,2018-03-01,Aboveground,359.621,496.43,7.49
TS/Ph2,2018-03-01,Belowground,208.983,489.69,6.15
TS/Ph2,2018-03-01,Belowground,242.268,487.8,7.82
TS/Ph2,2018-03-01,Belowground,391.557,487.62,3.93
TS/Ph2,2019-03-01,Aboveground,270.205,430.11,5.86
TS/Ph2,2019-03-01,Aboveground,272.722,445.07,6.89
TS/Ph2,2019-03-01,Aboveground,366.656,458.71,6.9
TS/Ph2,2019-03-01,Belowground,130.117,474.15,5.31
TS/Ph2,2019-03-01,Belowground,698.23,419.58,6.97
TS/Ph2,2019-03-01,Belowground,590.307,407.11,6.97
TS/Ph2,2020-03-01,Aboveground,234.865,469.57,10
TS/Ph2,2020-03-01,Aboveground,244.268,459.31,6.59
TS/Ph2,2020-03-01,Aboveground,187.182,499.15,8.23
TS/Ph2,2020-03-01,Belowground,180.051,459.67,7.63
TS/Ph2,2020-03-01,Belowground,676.965,457.14,9.05
TS/Ph2,2020-03-01,Belowground,323.677,460.1,8.77
TS/Ph2,2021-03-01,Aboveground,242.256,484.88,6.04
TS/Ph2,2021-03-01,Aboveground,206.25,476.54,6.28
TS/Ph2,2021-03-01,Aboveground,233.256,478.23,5.46
TS/Ph2,2021-03-01,Belowground,454.325,461.75,6.75
TS/Ph2,2021-03-01,Belowground,247.974,461.32,6.92
TS/Ph2,2021-03-01,Belowground,708.489,468.77,5.58
TS/Ph2,2022-03-01,Aboveground,339.097,454.86,8.23
TS/Ph2,2022-03-01,Aboveground,315.811,454.14,7.53
TS/Ph2,2022-03-01,Aboveground,410.524,471.7,5.66
TS/Ph2,2022-03-01,Belowground,254.404,452.17,7.54
TS/Ph2,2022-03-01,Belowground,365.962,469.34,4.84
TS/Ph2,2022-03-01,Belowground,229.814,469.45,7.94
TS/Ph2,2023-03-01,Aboveground,211.979,499.82,8.96
TS/Ph2,2023-03-01,Aboveground,219.386,503.21,9.24
TS/Ph2,2023-03-01,Aboveground,199.852,499.67,9.31
TS/Ph2,2023-03-01,Belowground,249.399,506.19,8.15
TS/Ph2,2023-03-01,Belowground,214.358,502.03,7.58
TS/Ph2,2023-03-01,Belowground,205.148,502.08,7.6
TS/Ph3,2002-03-01,Aboveground,232.02,531.07,7.91
TS/Ph3,2002-03-01,Aboveground,267.996,523.81,7.66
TS/Ph3,2002-03-01,Aboveground,290.132,480.95,8.95
TS/Ph3,2002-03-01,Belowground,123.285,476.66,7.43
TS/Ph3,2002-03-01,Belowground,275.301,477.5,7.06
TS/Ph3,2002-03-01,Belowground,191.77,468.38,8.52
TS/Ph3,2003-03-01,Aboveground,290,487,9.2
TS/Ph3,2003-03-01,Aboveground,310,489,9.68
TS/Ph3,2003-03-01,Aboveground,254,510.5,8.7
TS/Ph3,2003-03-01,Belowground,82,469,5.47
TS/Ph3,2003-03-01,Belowground,100,464,5.66
TS/Ph3,2003-03-01,Belowground,296,461,7.97
TS/Ph3,2004-03-01,Aboveground,256.013,506.2,6.31
TS/Ph3,2004-03-01,Aboveground,337.342,499.65,7.27
TS/Ph3,2004-03-01,Aboveground,343.312,501.74,7.28
TS/Ph3,2004-03-01,Belowground,178,481,8.2
TS/Ph3,2004-03-01,Belowground,73,478,6.71
TS/Ph3,2004-03-01,Belowground,322,468,10
TS/Ph3,2005-04-01,Aboveground,105,496,5.9
TS/Ph3,2005-04-01,Aboveground,181,500,6.94
TS/Ph3,2005-04-01,Aboveground,229,495,8.06
TS/Ph3,2005-04-01,Belowground,99,494,5.5
TS/Ph3,2005-04-01,Belowground,461,490,7.66
TS/Ph3,2005-04-01,Belowground,393,481,7.1
TS/Ph3,2006-03-01,Aboveground,221,511,8.31
TS/Ph3,2006-03-01,Aboveground,442,503,10.5
TS/Ph3,2006-03-01,Aboveground,208,525,7.03
TS/Ph3,2006-03-01,Belowground,198,508,10.85
TS/Ph3,2006-03-01,Belowground,277,509,12.2
TS/Ph3,2006-03-01,Belowground,228,519,9.35
TS/Ph3,2007-02-01,Aboveground,257,488,7.24
TS/Ph3,2007-02-01,Aboveground,180,488,10.7
TS/Ph3,2007-02-01,Aboveground,206,484,11.2
TS/Ph3,2007-02-01,Belowground,160,435,7.4
TS/Ph3,2007-02-01,Belowground,140,465,10.4
TS/Ph3,2007-02-01,Belowground,120,479,8.71
TS/Ph3,2008-03-01,Aboveground,216,504,6.23
TS/Ph3,2008-03-01,Aboveground,242,507,8.84
TS/Ph3,2008-03-01,Aboveground,211,508,8.27
TS/Ph3,2008-03-01,Belowground,180,481,9.19
TS/Ph3,2008-03-01,Belowground,186,488,9.91
TS/Ph3,2008-03-01,Belowground,236,485,12.8
TS/Ph3,2009-03-01,Aboveground,169,508,4.93
TS/Ph3,2009-03-01,Aboveground,230,504,6.97
TS/Ph3,2009-03-01,Aboveground,218,511,4.72
TS/Ph3,2009-03-01,Belowground,144,482,4.75
TS/Ph3,2009-03-01,Belowground,131,474,2.95
TS/Ph3,2009-03-01,Belowground,161,468,4.05
TS/Ph3,2010-03-01,Aboveground,231,497,6.52
TS/Ph3,2010-03-01,Aboveground,168,501,4.92
TS/Ph3,2010-03-01,Aboveground,305,493,8.63
TS/Ph3,2010-03-01,Belowground,217,480,11
TS/Ph3,2010-03-01,Belowground,283,483,14.4
TS/Ph3,2010-03-01,Belowground,286,476,12.1
TS/Ph3,2011-03-01,Aboveground,266.446,485.2,8.68
TS/Ph3,2011-03-01,Aboveground,211.234,462.58,5.95
TS/Ph3,2011-03-01,Aboveground,231.38,469.41,7.35
TS/Ph3,2011-03-01,Belowground,304.558,397.7,8.89
TS/Ph3,2011-03-01,Belowground,321.68,426.71,9.63
TS/Ph3,2011-03-01,Belowground,139.821,466.33,6.04
TS/Ph3,2012-03-01,Aboveground,197.707,517.23,10.09
TS/Ph3,2012-03-01,Aboveground,242.274,514.99,10.17
TS/Ph3,2012-03-01,Aboveground,214.82,498.23,8.24
TS/Ph3,2012-03-01,Belowground,108.594,515.83,8.83
TS/Ph3,2012-03-01,Belowground,132.95,511.31,7.79
TS/Ph3,2012-03-01,Belowground,147.738,502.91,10.59
TS/Ph3,2013-03-01,Aboveground,177.918,491.14,5.27
TS/Ph3,2013-03-01,Aboveground,377.533,488.31,7.26
TS/Ph3,2013-03-01,Aboveground,347.329,489.15,8.58
TS/Ph3,2013-03-01,Belowground,182.151,470.45,10.76
TS/Ph3,2013-03-01,Belowground,318.191,471.45,10.65
TS/Ph3,2013-03-01,Belowground,213.669,424.6,8.85
TS/Ph3,2014-03-01,Aboveground,333.198,487.98,7.89
TS/Ph3,2014-03-01,Aboveground,456.807,479.47,7.85
TS/Ph3,2014-03-01,Aboveground,370.506,490.64,9.56
TS/Ph3,2014-03-01,Belowground,407.568,490.14,12.26
TS/Ph3,2014-03-01,Belowground,685.699,479.31,13.31
TS/Ph3,2014-03-01,Belowground,818.864,471.84,15.35
TS/Ph3,2015-03-01,Aboveground,286.886,488.24,8.85
TS/Ph3,2015-03-01,Aboveground,354.145,479.02,8.78
TS/Ph3,2015-03-01,Aboveground,322.191,494.35,5.64
TS/Ph3,2015-03-01,Belowground,78.706,470.91,6.19
TS/Ph3,2015-03-01,Belowground,133.919,437.04,6.19
TS/Ph3,2015-03-01,Belowground,175.702,471.09,6.24
TS/Ph3,2016-03-01,Aboveground,218.868,483.5,8.7
TS/Ph3,2016-03-01,Aboveground,210.614,482.93,7.13
TS/Ph3,2016-03-01,Aboveground,257.424,480.55,8.75
TS/Ph3,2016-03-01,Belowground,254.205,517.08,8.6
TS/Ph3,2016-03-01,Belowground,168.297,527.75,7.39
TS/Ph3,2016-03-01,Belowground,211.433,522.4,8.33
TS/Ph3,2017-03-01,Aboveground,643.956,484.98,12.22
TS/Ph3,2017-03-01,Aboveground,339.427,502.61,10.28
TS/Ph3,2017-03-01,Aboveground,375.791,496.21,11.95
TS/Ph3,2017-03-01,Belowground,845.71,465.57,11.92
TS/Ph3,2017-03-01,Belowground,304.381,471.56,7.14
TS/Ph3,2017-03-01,Belowground,275.164,496.56,12.34
TS/Ph3,2018-03-01,Aboveground,485.189,498.84,12.39
TS/Ph3,2018-03-01,Aboveground,475.519,502.15,12.87
TS/Ph3,2018-03-01,Aboveground,541.265,501.51,13.13
TS/Ph3,2018-03-01,Belowground,818.319,467,15.81
TS/Ph3,2018-03-01,Belowground,442.062,454.33,5.86
TS/Ph3,2018-03-01,Belowground,864.759,481.37,6.87
TS/Ph3,2019-05-01,Aboveground,299.264,462.47,9.26
TS/Ph3,2019-05-01,Aboveground,346.18,443.35,8.25
TS/Ph3,2019-05-01,Aboveground,305.44,481.02,7.19
TS/Ph3,2019-05-01,Belowground,319.267,437.32,7.41
TS/Ph3,2019-05-01,Belowground,467.095,438.51,6.96
TS/Ph3,2019-05-01,Belowground,490.535,427.47,7.95
TS/Ph3,2020-03-01,Aboveground,246.712,484.27,9.07
TS/Ph3,2020-03-01,Aboveground,220.803,479.05,8.94
TS/Ph3,2020-03-01,Aboveground,230.324,472.68,7.29
TS/Ph3,2020-03-01,Belowground,122.357,444.09,8.97
TS/Ph3,2020-03-01,Belowground,183.735,452.78,7.64
TS/Ph3,2020-03-01,Belowground,254.411,462.72,4.19
TS/Ph3,2021-03-01,Aboveground,265.108,490.79,6.14
TS/Ph3,2021-03-01,Aboveground,177.154,484.24,7.91
TS/Ph3,2021-03-01,Aboveground,218.659,489.12,6.67
TS/Ph3,2021-03-01,Belowground,506.538,433.81,9.23
TS/Ph3,2021-03-01,Belowground,199.033,448.32,9.59
TS/Ph3,2021-03-01,Belowground,386.032,466.05,6.59
TS/Ph3,2022-03-01,Aboveground,245.724,490.85,6.21
TS/Ph3,2022-03-01,Aboveground,211.766,491.9,7.16
TS/Ph3,2022-03-01,Aboveground,131.269,488.01,6.84
TS/Ph3,2022-03-01,Belowground,335.693,468.26,7.43
TS/Ph3,2022-03-01,Belowground,167.195,486.01,7.09
TS/Ph3,2022-03-01,Belowground,144.518,456.56,10.11
TS/Ph3,2023-03-01,Aboveground,265.275,507.38,11.25
TS/Ph3,2023-03-01,Aboveground,330.352,506.42,11.01
TS/Ph3,2023-03-01,Aboveground,277.936,500.94,11.33
TS/Ph3,2023-03-01,Belowground,254.299,483.15,9.97
TS/Ph3,2023-03-01,Belowground,361.198,485.88,10.9
TS/Ph3,2023-03-01,Belowground,212.28,485.62,10.57
TS/Ph4,2002-04-01,Aboveground,247.527,493.47,7.26
TS/Ph4,2002-04-01,Aboveground,209.472,484.48,5.98
TS/Ph4,2002-04-01,Aboveground,109.171,474.4,4.67
TS/Ph4,2002-04-01,Belowground,113.606,476.6,5.96
TS/Ph4,2002-04-01,Belowground,176.359,459.18,6.7
TS/Ph4,2002-04-01,Belowground,126.313,439.02,6.4
TS/Ph4,2003-04-01,Aboveground,260,482,8.13
TS/Ph4,2003-04-01,Aboveground,260,479,8.8
TS/Ph4,2003-04-01,Aboveground,288,480,10.4
TS/Ph4,2003-04-01,Belowground,254,477,5.62
TS/Ph4,2003-04-01,Belowground,104,478,5.04
TS/Ph4,2003-04-01,Belowground,412,455,9.16
TS/Ph4,2004-04-01,Belowground,136.325,470.72,4.84
TS/Ph4,2004-04-01,Belowground,208.46,488.64,4.66
TS/Ph4,2004-04-01,Belowground,167.045,468.72,4.32
TS/Ph4,2004-04-01,Aboveground,271.723,495.46,7.25
TS/Ph4,2004-04-01,Aboveground,284.097,493.19,8.39
TS/Ph4,2004-04-01,Aboveground,298.057,491.22,8.82
TS/Ph4,2005-04-01,Aboveground,197,498,7.79
TS/Ph4,2005-04-01,Aboveground,303,496.5,9.72
TS/Ph4,2005-04-01,Aboveground,229,496,7.33
TS/Ph4,2005-04-01,Belowground,157,466,4.89
TS/Ph4,2005-04-01,Belowground,401,484,6.17
TS/Ph4,2005-04-01,Belowground,223,462,6.89
TS/Ph4,2006-03-01,Aboveground,170,499,7.35
TS/Ph4,2006-03-01,Aboveground,220,487,10.8
TS/Ph4,2006-03-01,Aboveground,217,501,10
TS/Ph4,2006-03-01,Belowground,130,467,6.02
TS/Ph4,2006-03-01,Belowground,135,474,4.83
TS/Ph4,2006-03-01,Belowground,91,479,4.89
TS/Ph5,2002-04-01,Aboveground,197.231,490.9,6.69
TS/Ph5,2002-04-01,Aboveground,269.516,488.85,6.11
TS/Ph5,2002-04-01,Aboveground,260.509,494.97,5.68
TS/Ph5,2002-04-01,Belowground,238.994,464.18,4.16
TS/Ph5,2002-04-01,Belowground,203.951,466.75,5.56
TS/Ph5,2002-04-01,Belowground,70.341,467.46,5.67
TS/Ph5,2003-04-01,Aboveground,278,487,7.88
TS/Ph5,2003-04-01,Aboveground,216,488,7.22
TS/Ph5,2003-04-01,Aboveground,288,484,9.14
TS/Ph5,2003-04-01,Belowground,274,487,6.99
TS/Ph5,2003-04-01,Belowground,290,471,6.18
TS/Ph5,2003-04-01,Belowground,309,486,7.21
TS/Ph5,2004-04-01,Belowground,186.657,488.68,8.1
TS/Ph5,2004-04-01,Belowground,244.032,455.86,4.53
TS/Ph5,2004-04-01,Belowground,284.875,478.7,7.04
TS/Ph5,2004-04-01,Aboveground,184.357,496.3,6.44
TS/Ph5,2004-04-01,Aboveground,345.656,489.58,9.16
TS/Ph5,2004-04-01,Aboveground,245.548,478.43,8.46
TS/Ph5,2005-04-01,Aboveground,154,499,6.59
TS/Ph5,2005-04-01,Aboveground,163,498,7.03
TS/Ph5,2005-04-01,Aboveground,259,498,8.14
TS/Ph5,2005-04-01,Belowground,130,475,5.42
TS/Ph5,2005-04-01,Belowground,70,448,5.67
TS/Ph5,2005-04-01,Belowground,169,487,5.59
TS/Ph5,2006-04-01,Aboveground,219,529,8.38
TS/Ph5,2006-04-01,Aboveground,151,528,6.61
TS/Ph5,2006-04-01,Aboveground,311,531,10.6
TS/Ph5,2006-04-01,Belowground,211,484,6.53
TS/Ph5,2006-04-01,Belowground,181,488,6.6
TS/Ph5,2006-04-01,Belowground,230,487,5.91
TS/Ph6b,2002-03-01,Aboveground,434.05,479.1,7.39
TS/Ph6b,2002-03-01,Aboveground,208.981,471.75,8.55
TS/Ph6b,2002-03-01,Aboveground,373.353,430.84,8.99
TS/Ph6b,2002-03-01,Belowground,281.477,490.77,4.9
TS/Ph6b,2002-03-01,Belowground,406.62,474.63,10.85
TS/Ph6b,2002-03-01,Belowground,567.793,474.97,13.51
TS/Ph6b,2003-03-01,Aboveground,370,470,11.3
TS/Ph6b,2003-03-01,Aboveground,376,477,11.8
TS/Ph6b,2003-03-01,Aboveground,376,478,11.9
TS/Ph6b,2003-03-01,Belowground,142,482,7.32
TS/Ph6b,2003-03-01,Belowground,390,471,8.3
TS/Ph6b,2003-03-01,Belowground,318,465,9.19
TS/Ph6b,2004-03-01,Aboveground,265.495,481.01,5.28
TS/Ph6b,2004-03-01,Aboveground,370.442,479.2,6.88
TS/Ph6b,2004-03-01,Aboveground,333.327,481.26,6.55
TS/Ph6b,2004-03-01,Belowground,123,492,3.55
TS/Ph6b,2004-03-01,Belowground,195,480,6.84
TS/Ph6b,2004-03-01,Belowground,109,489.5,5.66
TS/Ph6b,2005-04-01,Aboveground,235,477,9.18
TS/Ph6b,2005-04-01,Aboveground,229,475,8.61
TS/Ph6b,2005-04-01,Aboveground,205,471,7.58
TS/Ph6b,2005-04-01,Belowground,283,384,7.85
TS/Ph6b,2005-04-01,Belowground,223,383,6.14
TS/Ph6b,2005-04-01,Belowground,99,326,5.06
TS/Ph6b,2006-03-01,Aboveground,192,521,5.36
TS/Ph6b,2006-03-01,Aboveground,249,513,8.45
TS/Ph6b,2006-03-01,Aboveground,267,517,8.22
TS/Ph6b,2006-03-01,Belowground,649,508,4.91
TS/Ph6b,2006-03-01,Belowground,241,509,6.53
TS/Ph6b,2006-03-01,Belowground,257,497,6.42
TS/Ph6b,2007-03-01,Aboveground,190,491,10.1
TS/Ph6b,2007-03-01,Aboveground,315,470,10.9
TS/Ph6b,2007-03-01,Aboveground,285,488,5.25
TS/Ph6b,2007-03-01,Belowground,200,461,8.8
TS/Ph6b,2007-03-01,Belowground,388,470,5.26
TS/Ph6b,2007-03-01,Belowground,150,443,9.26
TS/Ph6b,2008-03-01,Aboveground,283,485,7.66
TS/Ph6b,2008-03-01,Aboveground,338,481,8.82
TS/Ph6b,2008-03-01,Aboveground,356,485,8.99
TS/Ph6b,2008-03-01,Belowground,337,450,5.11
TS/Ph6b,2008-03-01,Belowground,397,472,7.94
TS/Ph6b,2008-03-01,Belowground,441,489,7.32
TS/Ph6b,2009-03-01,Aboveground,221,495,8.62
TS/Ph6b,2009-03-01,Aboveground,254,491,5.97
TS/Ph6b,2009-03-01,Aboveground,202,489,5.19
TS/Ph6b,2009-03-01,Belowground,210,445,6.26
TS/Ph6b,2009-03-01,Belowground,166,490,3.67
TS/Ph6b,2009-03-01,Belowground,219,472,4.04
TS/Ph6b,2010-03-01,Aboveground,331,486,9.5
TS/Ph6b,2010-03-01,Aboveground,376,480,11.2
TS/Ph6b,2010-03-01,Aboveground,239,490,7.57
TS/Ph6b,2010-03-01,Belowground,383,476,12.1
TS/Ph6b,2010-03-01,Belowground,174,473,6.11
TS/Ph6b,2010-03-01,Belowground,231,483,6.98
TS/Ph6b,2011-03-01,Aboveground,-9999,-9999,-9999
TS/Ph6b,2011-03-01,Aboveground,351.903,428.08,9.85
TS/Ph6b,2011-03-01,Aboveground,385.499,403.54,8.65
TS/Ph6b,2011-03-01,Belowground,146.198,415.37,2.54
TS/Ph6b,2011-03-01,Belowground,217.741,380.89,4.38
TS/Ph6b,2011-03-01,Belowground,176.274,413.83,3.12
TS/Ph6b,2012-03-01,Aboveground,337.298,484.52,9.75
TS/Ph6b,2012-03-01,Aboveground,297.491,507.71,8.86
TS/Ph6b,2012-03-01,Aboveground,243.759,520.55,10.44
TS/Ph6b,2012-03-01,Belowground,370.848,472.32,5.67
TS/Ph6b,2012-03-01,Belowground,472.876,473.27,3.55
